ticket_id,ticket_text,category,priority
INC-2026602,"Do you offer discounts for non-profit organizations or educational schools?
Thank you,
Sarah",General Query,Low
INC-2026603,"Hi support team, How do I upgrade my subscription plan to premium?
Thank you,
Sarah",Account Access,Low
INC-2026604,"Dear Support, How can I contact sales for custom licensing terms?
Thanks,
Sarah",General Query,Low
INC-2026605,"Hi, I need to delete my account and remove my personal data under GDPR rules.
- Robert",Account Access,Low
INC-2026606,"Hi, Database connection timeout error when saving my work on Jira.
Sincerely,
Ashley",Technical Issue,High
INC-2026607,"I received a payment failure notification but my credit card has sufficient funds.
Thanks,
James",Billing,Medium
INC-2026608,"Hi, I need to delete my account and remove my personal data under GDPR rules.
- Megan",Account Access,Low
INC-2026609,"Good morning, Can you tell me more about your security and data compliance policies?",General Query,Low
INC-2026610,"Hey, Unrecognized login detected on my account. I need to secure it.
Best regards,
Amanda",Account Access,High
INC-2026611,"Good morning, I cannot connect to the server. The connection keeps dropping.
Best regards,
James",Technical Issue,High
INC-2026612,I requested a refund of $55 last week but haven't received it yet.,Billing,High
INC-2026613,"Greetings, I want to request a demo of your enterprise plan for my team.
Thanks,
Ashley",General Query,Low
INC-2026614,"I requested a refund of $174 last week but haven't received it yet.
Sincerely,
Michael",Billing,High
INC-2026615,"Hi support team, I want to request a demo of your enterprise plan for my team.
Best regards,
Daniel",General Query,Low
INC-2026616,Can I get a copy of my invoice for January 2026?,Billing,Low
INC-2026617,"Hey, Unrecognized login detected on my account. I need to secure it.
Thank you,
James",Account Access,High
INC-2026618,"The CSV export feature is broken. It downloads an empty file.
Best regards,
David",Technical Issue,Medium
INC-2026619,"Hi, The CSV export feature is broken. It downloads an empty file.
Thanks,
Sarah",Technical Issue,Medium
INC-2026620,"Hi, Can you merge my two accounts into a single one?
Best regards,
Megan",Account Access,Low
INC-2026621,"Hi support team, Unrecognized login detected on my account. I need to secure it.
Regards,
James",Account Access,High
INC-2026622,"Hey, I need to delete my account and remove my personal data under GDPR rules.
Thank you,
Sarah",Account Access,Low
INC-2026623,"Is it possible to switch my billing from monthly to yearly to get a discount?
Sincerely,
Emily",Billing,Low
INC-2026624,"Hello team, When is the new feature update scheduled for release?
Best regards,
Robert",General Query,Low
INC-2026625,"Hello team, What are the system requirements for running your software?
Sincerely,
Michael",General Query,Low
INC-2026626,"Hi, I requested a refund of $33 last week but haven't received it yet.
- John",Billing,High
INC-2026627,"Hi, Why was I charged $58 this month instead of the usual $10?
- David",Billing,Medium
INC-2026628,"Hello team, The application is extremely slow and takes minutes to load pages.
Best regards,
Robert",Technical Issue,High
INC-2026629,"Hello, I am seeing an unrecognized transaction of $85 on my card from your site.
- David",Billing,High
INC-2026630,"Hi support team, What are your business hours and customer support availability on weekends?
Best regards,
Jessica",General Query,Low
INC-2026631,"Hello team, Is it possible to switch my billing from monthly to yearly to get a discount?
Best regards,
David",Billing,Low
INC-2026632,Can you reset my password? I forgot it and need access.,Account Access,Low
INC-2026633,"Hi, Is your service compatible with Internet Explorer 11?
Thank you,
Sarah",General Query,Low
INC-2026634,"Hello team, Where can I find your API documentation and developers SDK guides?
- James",General Query,Low
INC-2026635,Why was I charged $82 this month instead of the usual $72?,Billing,Medium
INC-2026636,"My API key has leaked and I need to regenerate it immediately.
Regards,
David",Account Access,High
INC-2026637,"Greetings, The application is extremely slow and takes minutes to load pages.",Technical Issue,High
INC-2026638,How can I contact sales for custom licensing terms?,General Query,Low
INC-2026639,"How do I upgrade my subscription plan to premium?
Sincerely,
Jessica",Account Access,Low
INC-2026640,"Hi, The search bar returns incorrect results for simple queries.
- David",Technical Issue,Low
INC-2026641,"Hi, My credit card was charged twice for the monthly subscription on 19-11-2026. Please refund $219.",Billing,High
INC-2026642,"Hello, I get a 404 page not found error when clicking on the dashboard link.",Technical Issue,Medium
INC-2026643,"Good morning, My API key has leaked and I need to regenerate it immediately.
Thank you,
James",Account Access,High
INC-2026644,"Hey, Do you support integration with Slack or Microsoft Teams?
- Daniel",General Query,Low
INC-2026645,"Dear Support, Can I get a copy of my invoice for May 2025?
Best regards,
Emily",Billing,Low
INC-2026646,"Hey, My credit card was charged twice for the monthly subscription on 21-06-2026. Please refund $171.
Thanks,
Megan",Billing,High
INC-2026647,"My payment failed but money was deducted from my bank account.
- Megan",Billing,High
INC-2026648,"The mobile app freezes and closes automatically when opening reports.
Thank you,
Megan",Technical Issue,Medium
INC-2026649,"Dear Support, The mobile app freezes and closes automatically when opening reports.",Technical Issue,Medium
INC-2026650,"Why was I charged $242 this month instead of the usual $92?
Thanks,
Megan",Billing,Medium
INC-2026651,"Hi support team, My billing account is locked and I cannot process the invoice payment.
Regards,
Emily",Billing,High
INC-2026652,"Hey, Can you update my billing address on the system? It should be 414 Main St, Cityville.
Thanks,
Emily",Billing,Low
INC-2026653,"Hello team, My credit card was charged twice for the monthly subscription on 04-09-2026. Please refund $85.
Best regards,
John",Billing,High
INC-2026654,"Hi support team, How can I contact sales for custom licensing terms?
- Sarah",General Query,Low
INC-2026655,"Hey, The application is extremely slow and takes minutes to load pages.
Sincerely,
Amanda",Technical Issue,High
INC-2026656,"Greetings, My account has been suspended and I don't know why. Please reactivate.
Thanks,
Jessica",Account Access,High
INC-2026657,"Good morning, What are the system requirements for running your software?
Sincerely,
Jessica",General Query,Low
INC-2026658,"I need to delete my account and remove my personal data under GDPR rules.
- Daniel",Account Access,Low
INC-2026659,"Hello team, Our system integration with your webhook is failing with connection refused.
Best regards,
Emily",Technical Issue,High
INC-2026660,"Hi, How do I add a new team member to my organization profile?
Thanks,
Megan",Account Access,Low
INC-2026661,Can you tell me more about your security and data compliance policies?,General Query,Low
INC-2026662,"Hello, I received a payment failure notification but my credit card has sufficient funds.",Billing,Medium
INC-2026663,"Hey, The website crashes whenever I try to upload my profile photo or files.
- James",Technical Issue,Medium
INC-2026664,"Dear Support, My API key has leaked and I need to regenerate it immediately.
Sincerely,
Megan",Account Access,High
INC-2026665,"Hey, I was billed $90 during my free trial period. Please check and refund.",Billing,High
INC-2026666,My payment failed but money was deducted from my bank account.,Billing,High
INC-2026667,"Hey, Can you update my billing address on the system? It should be 146 Main St, Cityville.
- Sarah",Billing,Low
INC-2026668,"Good morning, The search bar returns incorrect results for simple queries.
Thanks,
Daniel",Technical Issue,Low
INC-2026669,"Hello team, I need to delete my account and remove my personal data under GDPR rules.
Best regards,
James",Account Access,Low
INC-2026670,"Hi, My account has been suspended and I don't know why. Please reactivate.
Regards,
Emily",Account Access,High
INC-2026671,"I want to update my payment method from Visa to Mastercard.
Regards,
Jessica",Billing,Low
INC-2026672,"Hi, I want to request a demo of your enterprise plan for my team.
- Robert",General Query,Low
INC-2026673,"Hello, I want to enable two-factor authentication for my profile for security.",Account Access,Low
INC-2026674,"Greetings, I am seeing an unrecognized transaction of $155 on my card from your site.",Billing,High
INC-2026675,"Greetings, Our system integration with your webhook is failing with connection refused.",Technical Issue,High
INC-2026676,"Hello team, What are your business hours and customer support availability on weekends?
Thank you,
Amanda",General Query,Low
INC-2026677,The website crashes whenever I try to upload my profile photo or files.,Technical Issue,Medium
INC-2026678,"Good morning, Is your service compatible with Internet Explorer 11?
- Michael",General Query,Low
INC-2026679,"Hello team, Our system integration with your webhook is failing with connection refused.",Technical Issue,High
INC-2026680,"Hi support team, Where can I find your API documentation and developers SDK guides?",General Query,Low
INC-2026681,"Hello, I get a 404 page not found error when clicking on the dashboard link.
Regards,
David",Technical Issue,Medium
INC-2026682,"Greetings, I was billed $126 during my free trial period. Please check and refund.
Best regards,
Daniel",Billing,High
INC-2026683,"Good morning, My data has not synced between the web app and the mobile application.",Technical Issue,Medium
INC-2026684,"Dear Support, Can you cancel my subscription and stop auto-renewal? Ticket id: TKT-65134
Thanks,
David",Billing,Medium
INC-2026685,"Hey, Unrecognized login detected on my account. I need to secure it.
Thank you,
Daniel",Account Access,High
INC-2026686,"Dear Support, The website crashes whenever I try to upload my profile photo or files.
Thank you,
Jessica",Technical Issue,Medium
INC-2026687,"Hi, The CSV export feature is broken. It downloads an empty file.
Thanks,
Megan",Technical Issue,Medium
INC-2026688,"My data has not synced between the web app and the mobile application.
Sincerely,
Jessica",Technical Issue,Medium
INC-2026689,"The website crashes whenever I try to upload my profile photo or files.
Regards,
James",Technical Issue,Medium
INC-2026690,"Hi support team, My data has not synced between the web app and the mobile application.",Technical Issue,Medium
INC-2026691,"Good morning, I requested a refund of $77 last week but haven't received it yet.",Billing,High
INC-2026692,"Hello, Can you update my billing address on the system? It should be 927 Main St, Cityville.",Billing,Low
INC-2026693,"I want to enable two-factor authentication for my profile for security.
Best regards,
David",Account Access,Low
INC-2026694,"Hello team, The search bar returns incorrect results for simple queries.
Sincerely,
Michael",Technical Issue,Low
INC-2026695,"How do I add a new team member to my organization profile?
- James",Account Access,Low
INC-2026696,"Dear Support, I need to delete my account and remove my personal data under GDPR rules.
Regards,
Jessica",Account Access,Low
INC-2026697,"I want to update my payment method from Visa to Mastercard.
Best regards,
Robert",Billing,Low
INC-2026698,"How do I upgrade my subscription plan to premium?
Thank you,
John",Account Access,Low
INC-2026699,"Hi support team, How do I upgrade my subscription plan to premium?
Sincerely,
Daniel",Account Access,Low
INC-2026700,"How can I contact sales for custom licensing terms?
- John",General Query,Low
INC-2026701,"Good morning, My profile information is not updating when I save changes.",Account Access,Low
INC-2026702,"My payment failed but money was deducted from my bank account.
Thank you,
Jessica",Billing,High
INC-2026703,"Hi, Why was I charged $126 this month instead of the usual $73?",Billing,Medium
INC-2026704,"Hello, My API key has leaked and I need to regenerate it immediately.",Account Access,High
INC-2026705,"Can you reset my password? I forgot it and need access.
- Amanda",Account Access,Low
INC-2026706,How can I contact sales for custom licensing terms?,General Query,Low
INC-2026707,My API key has leaked and I need to regenerate it immediately.,Account Access,High
INC-2026708,Is there a feature to export reports as PDF or CSV?,General Query,Low
INC-2026709,"Hi, I need to change my registered email from emily83@gmail.com to emily.new@company.com.
Thanks,
Emily",Account Access,Medium
INC-2026710,"Hi support team, Can you update my billing address on the system? It should be 777 Main St, Cityville.
Best regards,
Jessica",Billing,Low
INC-2026711,I get a 404 page not found error when clicking on the dashboard link.,Technical Issue,Medium
INC-2026712,The CSV export feature is broken. It downloads an empty file.,Technical Issue,Medium
INC-2026713,"I received a payment failure notification but my credit card has sufficient funds.
Sincerely,
Robert",Billing,Medium
INC-2026714,"How do I add a new team member to my organization profile?
- Megan",Account Access,Low
INC-2026715,"Good morning, What are the system requirements for running your software?
Best regards,
Ashley",General Query,Low
INC-2026716,"Can you reset my password? I forgot it and need access.
- Ashley",Account Access,Low
INC-2026717,"How do I upgrade my subscription plan to premium?
Regards,
Ashley",Account Access,Low
INC-2026718,"Hi, What are your business hours and customer support availability on weekends?
Thanks,
Emily",General Query,Low
INC-2026719,"The CSV export feature is broken. It downloads an empty file.
Regards,
Michael",Technical Issue,Medium
INC-2026720,"Hello team, I need to change my registered email from amanda65@gmail.com to amanda.new@company.com.",Account Access,Medium
INC-2026721,I want to update my payment method from PayPal to Visa.,Billing,Low
INC-2026722,"Hello, What are your business hours and customer support availability on weekends?",General Query,Low
INC-2026723,"Hi support team, My account has been suspended and I don't know why. Please reactivate.",Account Access,High
INC-2026724,"Good morning, I want to update my payment method from Amex to Visa.
Regards,
Michael",Billing,Low
INC-2026725,"I am unable to receive password reset emails. The mail server seems down.
Thank you,
Michael",Technical Issue,High
INC-2026726,"Hello, Can I get a copy of my invoice for September 2026?
Thank you,
Ashley",Billing,Low
INC-2026727,"Hello, My billing account is locked and I cannot process the invoice payment.
- John",Billing,High
INC-2026728,"Hello, What are your business hours and customer support availability on weekends?",General Query,Low
INC-2026729,"Dear Support, I was billed $46 during my free trial period. Please check and refund.",Billing,High
INC-2026730,Can I get a copy of my invoice for April 2025?,Billing,Low
INC-2026731,When is the new feature update scheduled for release?,General Query,Low
INC-2026732,"Hey, The application is extremely slow and takes minutes to load pages.
Sincerely,
James",Technical Issue,High
INC-2026733,"Greetings, I want to update my payment method from Amex to Visa.",Billing,Low
INC-2026734,"I need to delete my account and remove my personal data under GDPR rules.
Regards,
Jessica",Account Access,Low
INC-2026735,"Hey, How do I add a new team member to my organization profile?",Account Access,Low
INC-2026736,"My profile information is not updating when I save changes.
Thank you,
David",Account Access,Low
INC-2026737,Unrecognized login detected on my account. I need to secure it.,Account Access,High
INC-2026738,"Dear Support, I want to update my payment method from Mastercard to Visa.",Billing,Low
INC-2026739,"Hi support team, When is the new feature update scheduled for release?",General Query,Low
INC-2026740,"Hello team, The website crashes whenever I try to upload my profile photo or files.
- David",Technical Issue,Medium
INC-2026741,I cannot connect to the server. The connection keeps dropping.,Technical Issue,High
INC-2026742,"Hey, I cannot log in to my account. It says password incorrect or user not found.
Thanks,
Sarah",Account Access,Medium
INC-2026743,"I received a payment failure notification but my credit card has sufficient funds.
Regards,
Jessica",Billing,Medium
INC-2026744,"Hi, Can you update my billing address on the system? It should be 454 Main St, Cityville.",Billing,Low
INC-2026745,"I requested a refund of $139 last week but haven't received it yet.
Best regards,
David",Billing,High
INC-2026746,"How can I contact sales for custom licensing terms?
- Robert",General Query,Low
INC-2026747,"Hello, I want to enable two-factor authentication for my profile for security.
Best regards,
David",Account Access,Low
INC-2026748,"Hi support team, I requested a refund of $122 last week but haven't received it yet.
Thanks,
Michael",Billing,High
INC-2026749,"I am unable to change my username. It says username already taken.
Regards,
Daniel",Account Access,Low
INC-2026750,"Dear Support, My credit card was charged twice for the monthly subscription on 12-07-2026. Please refund $190.",Billing,High
INC-2026751,"Hi support team, The website crashes whenever I try to upload my profile photo or files.",Technical Issue,Medium
INC-2026752,"When is the new feature update scheduled for release?
- James",General Query,Low
INC-2026753,"Hello, I cannot log in to my account. It says password incorrect or user not found.
- Megan",Account Access,Medium
INC-2026754,"Dear Support, What are the system requirements for running your software?",General Query,Low
INC-2026755,I am seeing an unrecognized transaction of $80 on my card from your site.,Billing,High
INC-2026756,"I requested a refund of $179 last week but haven't received it yet.
Sincerely,
Ashley",Billing,High
INC-2026757,"Hi, I get a 404 page not found error when clicking on the dashboard link.",Technical Issue,Medium
INC-2026758,"Dear Support, The application is extremely slow and takes minutes to load pages.",Technical Issue,High
INC-2026759,"Hi support team, My account has been suspended and I don't know why. Please reactivate.",Account Access,High
INC-2026760,"Hello team, My profile information is not updating when I save changes.
Sincerely,
John",Account Access,Low
INC-2026761,"Hello team, How do I add a new team member to my organization profile?
Thank you,
Sarah",Account Access,Low
INC-2026762,"Greetings, Can you cancel my subscription and stop auto-renewal? Ticket id: TKT-84108
- Daniel",Billing,Medium
INC-2026763,"Hi support team, Can you tell me more about your security and data compliance policies?
Thank you,
David",General Query,Low
INC-2026764,"Hi, Can you tell me more about your security and data compliance policies?
Best regards,
Ashley",General Query,Low
INC-2026765,"Hi, How can I contact sales for custom licensing terms?
Sincerely,
Sarah",General Query,Low
INC-2026766,"Good morning, The application is extremely slow and takes minutes to load pages.",Technical Issue,High
INC-2026767,"Database connection timeout error when saving my work on Docker.
Regards,
Megan",Technical Issue,High
INC-2026768,I was billed $199 during my free trial period. Please check and refund.,Billing,High
INC-2026769,"Can I get a copy of my invoice for November 2026?
Thanks,
Emily",Billing,Low
INC-2026770,"Hello team, I want to request a demo of your enterprise plan for my team.",General Query,Low
INC-2026771,"Hi, I need to delete my account and remove my personal data under GDPR rules.",Account Access,Low
INC-2026772,"Good morning, The website crashes whenever I try to upload my profile photo or files.
- Jessica",Technical Issue,Medium
INC-2026773,"Hi support team, The mobile app freezes and closes automatically when opening reports.
Thanks,
Sarah",Technical Issue,Medium
INC-2026774,"Hello team, Our system integration with your webhook is failing with connection refused.",Technical Issue,High
INC-2026775,"Hi, Can you cancel my subscription and stop auto-renewal? Ticket id: TKT-38863
Regards,
Michael",Billing,Medium
INC-2026776,"Hey, I found a bug: the submit button is greyed out even when forms are complete.
Sincerely,
Megan",Technical Issue,Medium
INC-2026777,"Good morning, I am unable to receive password reset emails. The mail server seems down.
- James",Technical Issue,High
INC-2026778,"Hi support team, I want to request a demo of your enterprise plan for my team.
Thank you,
Sarah",General Query,Low
INC-2026779,"I cannot connect to the server. The connection keeps dropping.
Regards,
Daniel",Technical Issue,High
INC-2026780,"Dear Support, I need to change my registered email from jessica49@gmail.com to jessica.new@company.com.
Best regards,
Jessica",Account Access,Medium
INC-2026781,"I cannot connect to the server. The connection keeps dropping.
Regards,
Megan",Technical Issue,High
INC-2026782,"Hello team, Can you cancel my subscription and stop auto-renewal? Ticket id: TKT-80215
Best regards,
Megan",Billing,Medium
INC-2026783,"The website crashes whenever I try to upload my profile photo or files.
Sincerely,
Emily",Technical Issue,Medium
INC-2026784,"Good morning, The website crashes whenever I try to upload my profile photo or files.",Technical Issue,Medium
INC-2026785,Database connection timeout error when saving my work on Docker.,Technical Issue,High
INC-2026786,"Dear Support, Can you merge my two accounts into a single one?
Thank you,
Ashley",Account Access,Low
INC-2026787,"Hi support team, Can you tell me more about your security and data compliance policies?
Regards,
David",General Query,Low
INC-2026788,"Greetings, I cannot connect to the server. The connection keeps dropping.
- Sarah",Technical Issue,High
INC-2026789,The website crashes whenever I try to upload my profile photo or files.,Technical Issue,Medium
INC-2026790,I wanted to share some feedback: the new UI looks really clean!,General Query,Low
INC-2026791,"Greetings, Can I get a copy of my invoice for April 2026?",Billing,Low
INC-2026792,"Is your service compatible with Internet Explorer 11?
- Amanda",General Query,Low
INC-2026793,"Hi, I am unable to change my username. It says username already taken.",Account Access,Low
INC-2026794,"Hi, My credit card was charged twice for the monthly subscription on 10-12-2026. Please refund $58.",Billing,High
INC-2026795,"Dear Support, The search bar returns incorrect results for simple queries.",Technical Issue,Low
INC-2026796,"Greetings, Database connection timeout error when saving my work on Docker.",Technical Issue,High
INC-2026797,"My billing account is locked and I cannot process the invoice payment.
Thank you,
Jessica",Billing,High
INC-2026798,"Hi support team, Can you tell me more about your security and data compliance policies?
Best regards,
Jessica",General Query,Low
INC-2026799,"Hello, I am unable to receive password reset emails. The mail server seems down.
Thank you,
Daniel",Technical Issue,High
INC-2026800,"Hello, My API key has leaked and I need to regenerate it immediately.
Regards,
David",Account Access,High
INC-2026801,"My payment failed but money was deducted from my bank account.
Regards,
James",Billing,High
INC-2026802,"Hi support team, Can you merge my two accounts into a single one?",Account Access,Low
INC-2026803,"I received a payment failure notification but my credit card has sufficient funds.
Best regards,
Ashley",Billing,Medium
INC-2026804,"Hello, My payment failed but money was deducted from my bank account.",Billing,High
INC-2026805,"Our system integration with your webhook is failing with connection refused.
Regards,
Emily",Technical Issue,High
INC-2026806,"Hello, Do you support integration with Slack or Microsoft Teams?
Thanks,
Megan",General Query,Low
INC-2026807,I am unable to receive password reset emails. The mail server seems down.,Technical Issue,High
INC-2026808,"Hello team, I need to change my registered email from sarah55@gmail.com to sarah.new@company.com.
- Sarah",Account Access,Medium
INC-2026809,"Hey, How can I contact sales for custom licensing terms?",General Query,Low
INC-2026810,"Hello team, Can you reset my password? I forgot it and need access.
Sincerely,
Ashley",Account Access,Low
INC-2026811,"Hey, My payment failed but money was deducted from my bank account.",Billing,High
INC-2026812,"Greetings, I cannot connect to the server. The connection keeps dropping.
Regards,
David",Technical Issue,High
INC-2026813,"Dear Support, Can you update my billing address on the system? It should be 691 Main St, Cityville.
- Emily",Billing,Low
INC-2026814,"Hi, The application is extremely slow and takes minutes to load pages.",Technical Issue,High
INC-2026815,"Hello team, We are experiencing an API outage and all requests are returning 500 server errors.",Technical Issue,High
INC-2026816,"Hello team, What are the system requirements for running your software?
Sincerely,
Emily",General Query,Low
INC-2026817,"Hello, Do you support integration with Slack or Microsoft Teams?
Thank you,
David",General Query,Low
INC-2026818,Can you cancel my subscription and stop auto-renewal? Ticket id: TKT-67068,Billing,Medium
INC-2026819,"Hi support team, I need to change my registered email from ashley54@gmail.com to ashley.new@company.com.
Thank you,
Ashley",Account Access,Medium
INC-2026820,"Hi support team, Can I get a copy of my invoice for July 2026?
Thank you,
Robert",Billing,Low
INC-2026821,Unrecognized login detected on my account. I need to secure it.,Account Access,High
INC-2026822,"Hello team, How do I upgrade my subscription plan to premium?",Account Access,Low
INC-2026823,"Hi support team, Can you merge my two accounts into a single one?
Thanks,
Ashley",Account Access,Low
INC-2026824,"Dear Support, Is there a feature to export reports as PDF or CSV?
Sincerely,
Michael",General Query,Low
INC-2026825,"Hi, What are your business hours and customer support availability on weekends?
Regards,
Jessica",General Query,Low
INC-2026826,"Good morning, Why was I charged $156 this month instead of the usual $43?",Billing,Medium
INC-2026827,"We are experiencing an API outage and all requests are returning 500 server errors.
Best regards,
John",Technical Issue,High
INC-2026828,My account has been suspended and I don't know why. Please reactivate.,Account Access,High
INC-2026829,"Greetings, Do you support integration with Slack or Microsoft Teams?",General Query,Low
INC-2026830,"Hi support team, Is there a feature to export reports as PDF or CSV?",General Query,Low
INC-2026831,"Hello, My account has been suspended and I don't know why. Please reactivate.
Regards,
Amanda",Account Access,High
INC-2026832,"Is there a feature to export reports as PDF or CSV?
Sincerely,
David",General Query,Low
INC-2026833,"Good morning, I wanted to share some feedback: the new UI looks really clean!",General Query,Low
INC-2026834,"Hi support team, When is the new feature update scheduled for release?
Sincerely,
Daniel",General Query,Low
INC-2026835,"Dear Support, Is your service compatible with Internet Explorer 11?",General Query,Low
INC-2026836,"Dear Support, How can I contact sales for custom licensing terms?",General Query,Low
INC-2026837,"Hi support team, The search bar returns incorrect results for simple queries.
Regards,
David",Technical Issue,Low
INC-2026838,"I found a bug: the submit button is greyed out even when forms are complete.
Regards,
Daniel",Technical Issue,Medium
INC-2026839,"Greetings, I was billed $175 during my free trial period. Please check and refund.
Thanks,
Michael",Billing,High
INC-2026840,Can I get a copy of my invoice for February 2025?,Billing,Low
INC-2026841,I want to update my payment method from Amex to Visa.,Billing,Low
INC-2026842,"Greetings, The application is extremely slow and takes minutes to load pages.
Sincerely,
Megan",Technical Issue,High
INC-2026843,"Hey, I need to delete my account and remove my personal data under GDPR rules.",Account Access,Low
INC-2026844,"Hello team, I am seeing an unrecognized transaction of $140 on my card from your site.
Thank you,
James",Billing,High
INC-2026845,How can I contact sales for custom licensing terms?,General Query,Low
INC-2026846,"Good morning, Can you cancel my subscription and stop auto-renewal? Ticket id: TKT-78697
Regards,
Megan",Billing,Medium
INC-2026847,"Dear Support, I am seeing an unrecognized transaction of $226 on my card from your site.",Billing,High
INC-2026848,Where can I find your API documentation and developers SDK guides?,General Query,Low
INC-2026849,"When is the new feature update scheduled for release?
Best regards,
Ashley",General Query,Low
INC-2026850,"I want to request a demo of your enterprise plan for my team.
Regards,
Amanda",General Query,Low
INC-2026851,"How can I contact sales for custom licensing terms?
Regards,
Daniel",General Query,Low
INC-2026852,"Greetings, Do you offer discounts for non-profit organizations or educational schools?
Sincerely,
Sarah",General Query,Low
INC-2026853,"Dear Support, I found a bug: the submit button is greyed out even when forms are complete.
Best regards,
Daniel",Technical Issue,Medium
INC-2026854,I need to delete my account and remove my personal data under GDPR rules.,Account Access,Low
INC-2026855,"I want to enable two-factor authentication for my profile for security.
Thanks,
Amanda",Account Access,Low
INC-2026856,"Good morning, Can you tell me more about your security and data compliance policies?
- Michael",General Query,Low
INC-2026857,"Hello, I cannot connect to the server. The connection keeps dropping.
Thank you,
Jessica",Technical Issue,High
INC-2026858,"Hi support team, Is there a feature to export reports as PDF or CSV?
Sincerely,
Michael",General Query,Low
INC-2026859,"Hey, My payment failed but money was deducted from my bank account.
Regards,
Ashley",Billing,High
INC-2026860,"Dear Support, Can I get a copy of my invoice for December 2026?
Regards,
Megan",Billing,Low
INC-2026861,"Hello, I am unable to receive password reset emails. The mail server seems down.
- Robert",Technical Issue,High
INC-2026862,"Hi support team, I cannot log in to my account. It says password incorrect or user not found.
- James",Account Access,Medium
INC-2026863,"Hi, I received a payment failure notification but my credit card has sufficient funds.
Regards,
Ashley",Billing,Medium
INC-2026864,"I wanted to share some feedback: the new UI looks really clean!
Best regards,
Amanda",General Query,Low
INC-2026865,"How do I upgrade my subscription plan to premium?
Best regards,
Amanda",Account Access,Low
INC-2026866,"Dear Support, I need to delete my account and remove my personal data under GDPR rules.
Thank you,
Jessica",Account Access,Low
INC-2026867,"How do I upgrade my subscription plan to premium?
Best regards,
Ashley",Account Access,Low
INC-2026868,"Hello team, I cannot connect to the server. The connection keeps dropping.
Regards,
Emily",Technical Issue,High
INC-2026869,"Good morning, Is there a feature to export reports as PDF or CSV?
Thanks,
Ashley",General Query,Low
INC-2026870,"Hello team, I want to enable two-factor authentication for my profile for security.",Account Access,Low
INC-2026871,"The application is extremely slow and takes minutes to load pages.
Best regards,
John",Technical Issue,High
INC-2026872,"Hello team, Where can I find your API documentation and developers SDK guides?
Regards,
Ashley",General Query,Low
INC-2026873,"Hi, I cannot log in to my account. It says password incorrect or user not found.",Account Access,Medium
INC-2026874,"Hey, My payment failed but money was deducted from my bank account.",Billing,High
INC-2026875,My profile information is not updating when I save changes.,Account Access,Low
INC-2026876,"Hey, I want to request a demo of your enterprise plan for my team.
Best regards,
Jessica",General Query,Low
INC-2026877,I need to change my registered email from david11@gmail.com to david.new@company.com.,Account Access,Medium
INC-2026878,"Greetings, The application is extremely slow and takes minutes to load pages.
- James",Technical Issue,High
INC-2026879,"Do you offer discounts for non-profit organizations or educational schools?
- Ashley",General Query,Low
INC-2026880,"Hi, Can you reset my password? I forgot it and need access.
Regards,
Sarah",Account Access,Low
INC-2026881,"Is your service compatible with Internet Explorer 11?
- Emily",General Query,Low
INC-2026882,"Dear Support, The CSV export feature is broken. It downloads an empty file.
Sincerely,
Jessica",Technical Issue,Medium
INC-2026883,"Hi, My data has not synced between the web app and the mobile application.
Regards,
Daniel",Technical Issue,Medium
INC-2026884,"I requested a refund of $152 last week but haven't received it yet.
Best regards,
John",Billing,High
INC-2026885,"Hi support team, I would like to suggest a feature: adding a dark mode to the dashboard.
- David",General Query,Low
INC-2026886,"Dear Support, I found a bug: the submit button is greyed out even when forms are complete.
Regards,
Daniel",Technical Issue,Medium
INC-2026887,"Good morning, Is it possible to switch my billing from monthly to yearly to get a discount?
Sincerely,
Robert",Billing,Low
INC-2026888,I would like to suggest a feature: adding a dark mode to the dashboard.,General Query,Low
INC-2026889,"My API key has leaked and I need to regenerate it immediately.
Best regards,
Jessica",Account Access,High
INC-2026890,"Hi support team, Is there a feature to export reports as PDF or CSV?
Thanks,
Amanda",General Query,Low
INC-2026891,"Hello, The search bar returns incorrect results for simple queries.
Sincerely,
James",Technical Issue,Low
INC-2026892,"Hello team, How can I contact sales for custom licensing terms?
Best regards,
John",General Query,Low
INC-2026893,"Hi, How do I add a new team member to my organization profile?
Thanks,
Daniel",Account Access,Low
INC-2026894,"I want to enable two-factor authentication for my profile for security.
Regards,
Jessica",Account Access,Low
INC-2026895,"Hey, Can you tell me more about your security and data compliance policies?
- David",General Query,Low
INC-2026896,"Good morning, I get a 404 page not found error when clicking on the dashboard link.",Technical Issue,Medium
INC-2026897,"Do you offer discounts for non-profit organizations or educational schools?
Thanks,
John",General Query,Low
INC-2026898,"Greetings, Is there a feature to export reports as PDF or CSV?
Thank you,
John",General Query,Low
INC-2026899,"Dear Support, I get a 404 page not found error when clicking on the dashboard link.
Regards,
Michael",Technical Issue,Medium
INC-2026900,"Dear Support, I was billed $230 during my free trial period. Please check and refund.
Sincerely,
Daniel",Billing,High
INC-2026901,"Hello, The mobile app freezes and closes automatically when opening reports.
Thank you,
Sarah",Technical Issue,Medium
INC-2026902,"Database connection timeout error when saving my work on Slack.
- Robert",Technical Issue,High
INC-2026903,"Hi support team, I want to enable two-factor authentication for my profile for security.
- John",Account Access,Low
INC-2026904,"Hi support team, What are the system requirements for running your software?
- James",General Query,Low
INC-2026905,"Greetings, I would like to suggest a feature: adding a dark mode to the dashboard.",General Query,Low
